name,start,end,length,mfe,bestTSS,bestTSS_inside,mean_gc,mean_remap,cov_me3,cov_tfbs,cov_pol2,mean_pcons27,mean_pPcons27,mean_pPcons124
FBtr0077382.1,4794548,4794685,137,-42.14,1121.0,2552.0,39.708,433.394,1.0,0.941606,1.0,0.340358,0.498401,0.653073
FBtr0077382,4794548,4796576,2028,-731.42,1121.0,2552.0,46.8146,126.116,1.0,0.922091,0.4980276134122288,0.626537,1.10783,2.12767
FBtr0077381.1,4794657,4794685,28,-4.63,2552.0,833.0,45.0,422.643,1.0,1.0,1.0,0.839857,1.29407,1.89318
FBtr0077381,4794657,4796581,1924,-687.75,2552.0,833.0,47.1933,107.671,1.0,0.919439,0.4682952182952183,0.650986,1.15388,2.227
FBtr0077381.2,4794752,4795571,819,-338.65,2552.0,68.0,56.5079,135.529,1.0,0.927961,0.8253968253968254,0.787066,1.33181,2.51798
FBtr0077382.2,4794752,4795571,819,-338.65,2552.0,68.0,56.5079,135.529,1.0,0.927961,0.8253968253968254,0.787066,1.33181,2.51798
FBtr0077381.3,4795842,4795946,104,-37.31,4.0,2.0,56.5385,5.78846,1.0,0.625,0.0,0.989067,1.83263,4.2327
FBtr0077382.3,4795842,4795975,133,-46.93,4.0,5.0,56.5414,5.83459,1.0,0.684211,0.0,0.991278,1.84008,3.92784
FBtr0077381.4,4796062,4796219,157,-45.81,10.0,10.0,53.758,8.66879,1.0,0.878981,0.0,0.709917,1.60337,3.41427
FBtr0077382.4,4796092,4796219,127,-38.81,10.0,10.0,57.0079,9.06299,1.0,0.850394,0.0,0.641394,1.30576,2.87104
FBtr0077382.5,4796286,4796576,290,-102.67,4.0,9.0,51.5172,9.12069,1.0,0.896552,0.4482758620689655,0.54169,0.947621,1.6714
FBtr0077381.5,4796286,4796581,295,-102.67,4.0,9.0,50.7797,9.05085,1.0,0.898305,0.4406779661016949,0.549431,0.95001,1.66445
FBtr0077417.3,4796599,4797638,1039,-355.08,338.0,3064.0,49.1819,26.0199,1.0,0.870067,0.5678537054860443,0.9616,2.77732,7.65666
FBtr0332595.3,4796599,4797638,1039,-355.08,338.0,3064.0,49.1819,26.0199,1.0,0.870067,0.5678537054860443,0.9616,2.77732,7.65666
FBtr0077417,4796599,4801923,5324,-1920.66,219471.0,219471.0,44.0609,121.565,1.0,0.933884,0.4977460555972953,0.788463,1.68391,2.87964
FBtr0332595,4796599,4801923,5324,-1920.66,219471.0,219471.0,44.0609,121.565,1.0,0.933884,0.4977460555972953,0.788463,1.68391,2.87964
FBtr0077417.2,4799745,4799878,133,-62.05,911.0,911.0,61.8045,40.6617,1.0,0.917293,0.0,0.987677,2.48147,8.00877
FBtr0332595.2,4799745,4799878,133,-62.05,911.0,911.0,61.8045,40.6617,1.0,0.917293,0.0,0.987677,2.48147,8.00877
FBtr0332595.1,4801443,4801923,480,-157.53,219471.0,219471.0,41.5417,165.844,1.0,0.952083,0.9354166666666667,0.86114,1.47821,1.60298
FBtr0077417.1,4801816,4801923,107,-36.98,219471.0,219471.0,45.9813,289.308,1.0,0.943925,0.7102803738317757,0.999607,2.10713,2.93036
FBtr0077383.1,4813008,4813509,501,-172.46,22967.0,22967.0,47.984,86.7804,1.0,0.926148,1.0,0.809665,1.32412,1.90995
FBtr0077383,4813008,4815891,2883,-1019.48,22967.0,22967.0,42.9414,35.6189,1.0,0.933056,0.7478321193201526,0.836794,1.56313,3.52273
FBtr0077383.2,4814769,4814887,118,-42.98,6.0,10.0,52.8814,10.661,1.0,0.915254,1.0,0.9815,2.32397,7.84438
FBtr0077383.3,4815022,4815623,601,-266.13,22.0,146.0,53.2446,13.5291,1.0,0.873544,1.0,0.975276,2.30315,8.82473
FBtr0077416.5,4815612,4815857,245,-70.48,47.0,47.0,43.9184,8.37551,1.0,0.95102,0.17959183673469387,0.798078,1.69021,5.05483
FBtr0077416,4815612,4818245,2633,-1003.64,1238.0,1238.0,48.1504,40.9173,1.0,0.919863,0.6448917584504368,0.862991,1.7256,5.50704
FBtr0077383.4,4815679,4815891,212,-66.52,5.0,47.0,44.1509,6.53535,1.0,0.948113,0.03773584905660377,0.850943,1.72817,5.07169
FBtr0077416.4,4815915,4817663,1748,-723.41,17.0,41.0,52.2998,14.6406,1.0,0.913043,0.6853546910755148,0.945433,1.95107,6.75097
FBtr0077416.3,4817721,4817815,94,-29.83,25.0,3.0,56.5957,22.266,1.0,0.893617,0.0,0.975468,2.05788,6.90632
FBtr0309738,4817815,4817881,66,-20.50,25.0,9.0,36.0606,31.7424,1.0,1.0,0.9090909090909091,0.212,0.326333,0.479
FBtr0309738.1,4817815,4817881,66,-20.50,25.0,9.0,36.0606,31.7424,1.0,1.0,0.9090909090909091,0.212,0.326333,0.479
FBtr0309739.1.,4817860,4817881,21,-5.07,25.0,9.0,37.1429,35.381,1.0,1.0,1.0,0.184095,0.246667,0.25219
FBtr0309739.FlyBase.,4817860,4817881,21,-5.07,25.0,9.0,37.1429,35.381,1.0,1.0,1.0,0.184095,0.246667,0.25219
FBtr0077416.2,4817881,4817973,92,-26.47,205.0,25.0,46.7391,53.7826,1.0,0.847826,1.0,0.993598,1.62825,3.66157
FBtr0077416.1,4818037,4818245,208,-55.32,1238.0,1238.0,39.8077,279.692,1.0,0.980769,1.0,0.775923,1.18213,1.33815
FBtr0077384.1,4821773,4823235,1462,-430.72,77880.0,77880.0,43.5978,170.882,1.0,0.943228,0.6621067031463749,0.840313,1.3147,1.38264
FBtr0336962.1,4821773,4823235,1462,-430.72,77880.0,77880.0,43.5978,170.882,1.0,0.943228,0.6621067031463749,0.840313,1.3147,1.38264
FBtr0077384,4821773,4828557,6784,-2352.87,77880.0,77880.0,42.6916,56.6349,0.6954599056603774,0.947966,0.5322818396226415,0.735331,1.425,2.48824
FBtr0336962,4821773,4828945,7172,-2443.68,77880.0,77880.0,42.0859,61.6451,0.7119353039598438,0.947713,0.557585052983826,0.743162,1.46385,2.48763
FBtr0077384.2,4825607,4825711,104,-27.79,8.0,42.0,39.8077,8.71154,1.0,1.0,1.0,1.0,3.387,10.6755
FBtr0336962.2,4825607,4825711,104,-27.79,8.0,42.0,39.8077,8.71154,1.0,1.0,1.0,1.0,3.387,10.6755
FBtr0077384.3,4826446,4826563,117,-23.88,27.0,27.0,40.1709,4.4058,1.0,0.965812,0.1794871794871795,0.999889,3.3544,13.1916
FBtr0336962.3,4826446,4826563,117,-23.88,27.0,27.0,40.1709,4.4058,1.0,0.965812,0.1794871794871795,0.999889,3.3544,13.1916
FBtr0077384.4,4826624,4827100,476,-175.55,22.0,34.0,51.7647,19.1387,1.0,0.907563,0.4369747899159664,0.99692,2.76271,9.69891
FBtr0336962.4,4826624,4827100,476,-175.55,22.0,34.0,51.7647,19.1387,1.0,0.907563,0.4369747899159664,0.99692,2.76271,9.69891
FBtr0077384.5,4827172,4828557,1385,-442.07,44.0,145.0,43.8989,24.2767,1.0,0.940794,0.49314079422382673,0.960989,1.98228,3.17668
FBtr0336962.5,4827172,4828945,1773,-528.50,44.0,145.0,41.1844,41.8889,1.0,0.952059,0.6040609137055838,0.943282,2.01745,3.02354
FBtr0336961.3,4829213,4829979,766,-303.02,80.0,80.0,49.9217,197.204,1.0,0.917755,1.0,0.865457,1.83012,5.34643
FBtr0336961,4829213,4830693,1480,-612.76,16443.0,16443.0,50.4189,222.346,1.0,0.916216,1.0,0.840575,1.84078,6.10348
FBtr0077415.3,4829380,4829979,599,-243.41,80.0,80.0,50.6511,86.5476,1.0,0.923205,1.0,0.901314,1.95771,6.41849
FBtr0077415,4829380,4830693,1313,-550.54,16443.0,16443.0,50.8149,218.458,1.0,0.915461,1.0,0.853768,1.90034,6.68885
FBtr0309734,4829979,4830039,60,-13.08,80.0,45.0,25.3333,27.5,1.0,1.0,1.0,0.249,0.7525,2.40575
FBtr0309734.1,4829979,4830039,60,-13.08,80.0,45.0,25.3333,27.5,1.0,1.0,1.0,0.249,0.7525,2.40575
FBtr0309735.1.,4830016,4830039,23,-1.74,80.0,6.0,32.1739,31.913,1.0,1.0,1.0,0.342957,0.965609,3.32287
FBtr0309735.FlyBase.,4830016,4830039,23,-1.74,80.0,6.0,32.1739,31.913,1.0,1.0,1.0,0.342957,0.965609,3.32287
FBtr0077415.2,4830039,4830400,361,-153.03,92.0,128.0,56.0665,176.216,1.0,0.880886,1.0,0.976188,2.39017,9.34332
FBtr0336961.2,4830039,4830400,361,-153.03,92.0,128.0,56.0665,176.216,1.0,0.880886,1.0,0.976188,2.39017,9.34332
FBtr0077415.1,4830468,4830693,225,-77.34,16443.0,16443.0,52.1778,544.813,1.0,0.88,1.0,0.80324,1.49734,5.55598
FBtr0336961.1,4830468,4830693,225,-77.34,16443.0,16443.0,52.1778,544.813,1.0,0.88,1.0,0.80324,1.49734,5.55598
FBtr0289979.10,4830845,4831361,516,-193.20,39.0,41.0,48.4884,177.953,1.0,0.905039,1.0,0.910132,2.22235,6.70391
FBtr0332480.9,4830845,4831361,516,-193.20,39.0,41.0,48.4884,177.953,1.0,0.905039,1.0,0.910132,2.22235,6.70391
FBtr0336959.8,4830845,4831361,516,-193.20,39.0,41.0,48.4884,177.953,1.0,0.905039,1.0,0.910132,2.22235,6.70391
FBtr0336960.9,4830845,4831361,516,-193.20,39.0,41.0,48.4884,177.953,1.0,0.905039,1.0,0.910132,2.22235,6.70391
FBtr0336959,4830845,4834343,3498,-1404.73,7.0,41.0,47.6329,70.1826,1.0,0.92167,0.5077186963979416,0.840443,2.17908,7.7717
FBtr0332480,4830845,4835161,4316,-1669.00,16.0,8386.0,45.7831,94.1792,1.0,0.927247,0.6010194624652456,0.787088,1.96267,6.53574
FBtr0336960,4830845,4835161,4316,-1669.00,16.0,8386.0,45.7831,94.1792,1.0,0.927247,0.6010194624652456,0.787088,1.96267,6.53574
FBtr0289979,4830845,4835300,4455,-1719.17,105.0,8386.0,45.4994,92.2497,1.0,0.927946,0.603591470258137,0.775492,1.92381,6.34785
FBtr0289979.9,4831416,4831932,516,-229.33,3.0,39.0,52.093,18.6938,1.0,0.947674,0.7906976744186046,0.955064,2.64836,10.159
FBtr0332480.8,4831416,4831932,516,-229.33,3.0,39.0,52.093,18.6938,1.0,0.947674,0.7906976744186046,0.955064,2.64836,10.159
FBtr0336959.7,4831416,4831932,516,-229.33,3.0,39.0,52.093,18.6938,1.0,0.947674,0.7906976744186046,0.955064,2.64836,10.159
FBtr0336960.8,4831416,4831932,516,-229.33,3.0,39.0,52.093,18.6938,1.0,0.947674,0.7906976744186046,0.955064,2.64836,10.159
FBtr0289979.8,4832003,4832596,593,-243.87,2.0,4.0,51.6358,14.796,1.0,0.88027,0.7251264755480608,0.964712,2.67727,11.0535
FBtr0332480.7,4832003,4832596,593,-243.87,2.0,4.0,51.6358,14.796,1.0,0.88027,0.7251264755480608,0.964712,2.67727,11.0535
FBtr0336959.6,4832003,4832596,593,-243.87,2.0,4.0,51.6358,14.796,1.0,0.88027,0.7251264755480608,0.964712,2.67727,11.0535
FBtr0336960.7,4832003,4832596,593,-243.87,2.0,4.0,51.6358,14.796,1.0,0.88027,0.7251264755480608,0.964712,2.67727,11.0535
FBtr0289979.7,4832794,4833040,246,-83.18,5.0,4.0,45.4472,8.54065,1.0,0.922764,0.0,0.95898,2.41713,8.42541
FBtr0332480.6,4832794,4833040,246,-83.18,5.0,4.0,45.4472,8.54065,1.0,0.922764,0.0,0.95898,2.41713,8.42541
FBtr0336959.5,4832794,4833040,246,-83.18,5.0,4.0,45.4472,8.54065,1.0,0.922764,0.0,0.95898,2.41713,8.42541
FBtr0336960.6,4832794,4833040,246,-83.18,5.0,4.0,45.4472,8.54065,1.0,0.922764,0.0,0.95898,2.41713,8.42541
FBtr0289979.6,4833101,4833216,115,-36.14,8.0,8.0,46.9565,7.25217,1.0,0.904348,0.0,0.973774,2.4994,8.41411
FBtr0332480.5,4833101,4833216,115,-36.14,8.0,8.0,46.9565,7.25217,1.0,0.904348,0.0,0.973774,2.4994,8.41411
FBtr0336959.4,4833101,4833216,115,-36.14,8.0,8.0,46.9565,7.25217,1.0,0.904348,0.0,0.973774,2.4994,8.41411
FBtr0336960.5,4833101,4833216,115,-36.14,8.0,8.0,46.9565,7.25217,1.0,0.904348,0.0,0.973774,2.4994,8.41411
FBtr0289979.5,4833265,4833704,439,-149.92,8.0,8.0,49.7039,11.5604,1.0,0.936219,0.0,0.934036,2.52369,9.06348
FBtr0332480.4,4833265,4833704,439,-149.92,8.0,8.0,49.7039,11.5604,1.0,0.936219,0.0,0.934036,2.52369,9.06348
FBtr0336959.3,4833265,4833704,439,-149.92,8.0,8.0,49.7039,11.5604,1.0,0.936219,0.0,0.934036,2.52369,9.06348
FBtr0336960.4,4833265,4833704,439,-149.92,8.0,8.0,49.7039,11.5604,1.0,0.936219,0.0,0.934036,2.52369,9.06348
FBtr0289979.4,4833768,4834044,276,-107.41,9.0,10.0,52.6812,5.87319,1.0,0.92029,0.2463768115942029,0.952978,2.55704,9.30375
FBtr0332480.3,4833768,4834044,276,-107.41,9.0,10.0,52.6812,5.87319,1.0,0.92029,0.2463768115942029,0.952978,2.55704,9.30375
FBtr0336959.2,4833768,4834044,276,-107.41,9.0,10.0,52.6812,5.87319,1.0,0.92029,0.2463768115942029,0.952978,2.55704,9.30375
FBtr0336960.3,4833768,4834044,276,-107.41,9.0,10.0,52.6812,5.87319,1.0,0.92029,0.2463768115942029,0.952978,2.55704,9.30375
FBtr0289979.3,4834106,4834256,150,-58.03,7.0,9.0,51.7333,9.23333,1.0,0.873333,1.0,0.990753,2.43603,8.47473
FBtr0332480.2,4834106,4834256,150,-58.03,7.0,9.0,51.7333,9.23333,1.0,0.873333,1.0,0.990753,2.43603,8.47473
FBtr0336960.2,4834106,4834256,150,-58.03,7.0,9.0,51.7333,9.23333,1.0,0.873333,1.0,0.990753,2.43603,8.47473
FBtr0336959.1,4834106,4834343,237,-82.72,7.0,9.0,49.1983,8.94515,1.0,0.890295,1.0,0.940321,1.96507,6.03424
FBtr0332480.1,4834566,4835161,595,-171.45,16.0,8386.0,40.9076,13.1916,1.0,0.951261,1.0,0.666694,1.20936,1.36837
FBtr0289979.2,4834873,4834972,99,-31.62,8.0,8.0,50.9091,17.0202,1.0,0.989899,1.0,0.859424,1.48923,1.72374
FBtr0336960.1,4834873,4835161,288,-72.12,16.0,8.0,42.9861,21.0417,1.0,0.979167,1.0,0.668892,1.17325,1.1561
FBtr0289979.1,4835246,4835300,54,-13.88,105.0,25.0,45.5556,43.3148,1.0,0.592593,0.18518518518518517,0.687167,1.01015,0.657593
FBtr0077412.5,4835334,4836244,910,-369.56,1592.0,2710.0,51.5165,48.3637,1.0,0.926374,0.721978021978022,0.96216,1.97807,2.08857
FBtr0077413.5,4835334,4836244,910,-369.56,1592.0,2710.0,51.5165,48.3637,1.0,0.926374,0.721978021978022,0.96216,1.97807,2.08857
FBtr0077412,4835334,4837999,2665,-1079.07,21662.0,21662.0,50.3114,150.453,1.0,0.90469,0.9050656660412758,0.863836,2.02089,3.67859
FBtr0077413,4835334,4837999,2665,-1079.07,21662.0,21662.0,50.3114,150.453,1.0,0.90469,0.9050656660412758,0.863836,2.02089,3.67859
FBtr0077412.4,4836482,4837157,675,-295.15,122.0,184.0,52.9481,28.2859,1.0,0.884444,1.0,0.983524,3.11176,8.52403
FBtr0077413.4,4836482,4837157,675,-295.15,122.0,184.0,52.9481,28.2859,1.0,0.884444,1.0,0.983524,3.11176,8.52403
FBtr0077412.3,4837234,4837533,299,-131.74,83.0,106.0,62.0736,89.9967,1.0,0.832776,1.0,0.898418,1.99165,3.32213
FBtr0077413.3,4837234,4837533,299,-131.74,83.0,106.0,62.0736,89.9967,1.0,0.832776,1.0,0.898418,1.99165,3.32213
FBtr0077412.2,4837601,4837639,38,-7.64,14473.0,43.0,57.8947,456.711,1.0,0.842105,1.0,0.981263,2.20626,2.90929
FBtr0077413.2,4837601,4837779,178,-41.74,14473.0,14473.0,50.1124,549.472,1.0,0.921348,1.0,0.960669,1.85978,2.13032
FBtr0077412.1,4837844,4837999,155,-30.96,21662.0,21662.0,42.9677,759.477,1.0,0.967742,1.0,0.748084,1.34981,1.32979
FBtr0077413.1,4837848,4837999,151,-30.32,21662.0,21662.0,43.5762,760.662,1.0,0.966887,1.0,0.741411,1.32263,1.28726
FBtr0077385.1,4838346,4838377,31,-10.69,22793.0,604.0,45.1613,450.29,1.0,0.967742,1.0,0.995161,1.50287,1.167
FBtr0300756.1,4838346,4838377,31,-10.69,22793.0,604.0,45.1613,450.29,1.0,0.967742,1.0,0.995161,1.50287,1.167
FBtr0077385,4838346,4841465,3119,-1192.01,22793.0,604.0,46.8355,167.615,1.0,0.914716,0.9374799615261302,0.813316,2.07285,4.87801
FBtr0300756,4838346,4841465,3119,-1192.01,22793.0,604.0,46.8355,167.615,1.0,0.914716,0.9374799615261302,0.813316,2.07285,4.87801
FBtr0332476.1,4838461,4838530,69,-11.05,404.0,27.0,35.942,422.667,1.0,0.985507,1.0,0.713087,1.14828,0.892739
FBtr0332476,4838461,4841465,3004,-1154.89,404.0,239.0,47.1638,151.305,1.0,0.91245,0.9350865512649801,0.819208,2.11423,5.03189
FBtr0077385.2,4838991,4839510,519,-179.28,109.0,82.0,54.4894,110.882,1.0,0.949904,1.0,0.696659,1.56576,2.43204
FBtr0300756.2,4838991,4839510,519,-179.28,109.0,82.0,54.4894,110.882,1.0,0.949904,1.0,0.696659,1.56576,2.43204
FBtr0332476.2,4838991,4839510,519,-179.28,109.0,82.0,54.4894,110.882,1.0,0.949904,1.0,0.696659,1.56576,2.43204
FBtr0077385.3,4839576,4840104,528,-223.56,5.0,36.0,53.5606,12.4621,1.0,0.857955,1.0,0.968983,3.16448,10.2732
FBtr0300756.3,4839576,4840104,528,-223.56,5.0,36.0,53.5606,12.4621,1.0,0.857955,1.0,0.968983,3.16448,10.2732
FBtr0332476.3,4839576,4840104,528,-223.56,5.0,36.0,53.5606,12.4621,1.0,0.857955,1.0,0.968983,3.16448,10.2732
FBtr0077385.4,4840163,4840641,478,-184.65,14.0,98.0,50.6276,11.9958,1.0,0.903766,0.5920502092050209,0.965266,2.99703,9.7957
FBtr0300756.4,4840163,4840641,478,-184.65,14.0,98.0,50.6276,11.9958,1.0,0.903766,0.5920502092050209,0.965266,2.99703,9.7957
FBtr0332476.4,4840163,4840641,478,-184.65,14.0,98.0,50.6276,11.9958,1.0,0.903766,0.5920502092050209,0.965266,2.99703,9.7957
FBtr0077385.5,4840694,4840813,119,-48.30,34.0,34.0,56.8067,20.0588,1.0,0.865546,1.0,0.98642,2.92463,8.69039
FBtr0300756.5,4840694,4840813,119,-48.30,34.0,34.0,56.8067,20.0588,1.0,0.865546,1.0,0.98642,2.92463,8.69039
FBtr0332476.5,4840694,4840813,119,-48.30,34.0,34.0,56.8067,20.0588,1.0,0.865546,1.0,0.98642,2.92463,8.69039
FBtr0300756.6,4840883,4840983,100,-33.19,11.0,11.0,60.4,19.71,1.0,0.69,1.0,0.99677,2.70506,6.65791
FBtr0077385.6,4840883,4841465,582,-179.87,11.0,60.0,42.3024,16.646,1.0,0.910653,1.0,0.913084,1.95956,2.70125
FBtr0332476.6,4840883,4841465,582,-179.87,11.0,60.0,42.3024,16.646,1.0,0.910653,1.0,0.913084,1.95956,2.70125
FBtr0300756.7,4841135,4841465,330,-87.59,60.0,7.0,38.4848,8.18182,1.0,0.948485,1.0,0.900236,1.77114,1.66104
FBtr0077410.9,4841481,4842347,866,-230.57,21.0,330.0,34.7344,3.56726,1.0,0.968822,1.0,0.933506,2.06118,2.08284
FBtr0332479.10,4841481,4842347,866,-230.57,21.0,330.0,34.7344,3.56726,1.0,0.968822,1.0,0.933506,2.06118,2.08284
FBtr0077410,4841481,4847295,5814,-2077.36,20522.0,20522.0,44.2484,68.14,1.0,0.928449,1.0,0.774931,1.75186,3.39083
FBtr0332479,4841481,4847295,5814,-2077.36,20522.0,20522.0,44.2484,68.14,1.0,0.928449,1.0,0.774931,1.75186,3.39083
FBtr0077409.9,4842089,4842347,258,-93.40,21.0,330.0,51.7829,6.32558,1.0,0.918605,1.0,0.891469,1.95494,2.4807
FBtr0077411.9,4842089,4842347,258,-93.40,21.0,330.0,51.7829,6.32558,1.0,0.918605,1.0,0.891469,1.95494,2.4807
FBtr0332477.9,4842089,4842347,258,-93.40,21.0,330.0,51.7829,6.32558,1.0,0.918605,1.0,0.891469,1.95494,2.4807
FBtr0332478.8,4842089,4842347,258,-93.40,21.0,330.0,51.7829,6.32558,1.0,0.918605,1.0,0.891469,1.95494,2.4807
FBtr0332477,4842089,4846350,4261,-1609.01,214.0,330.0,47.2049,42.2284,1.0,0.92138,1.0,0.782674,1.82605,4.09266
FBtr0077411,4842089,4846764,4675,-1776.20,3177.0,330.0,46.8021,45.7255,1.0,0.923636,1.0,0.777148,1.78103,3.83749
FBtr0077409,4842089,4847295,5206,-1937.67,20522.0,20522.0,46.2044,74.6557,1.0,0.926815,1.0,0.754328,1.71046,3.56331
FBtr0332478,4842089,4847295,5206,-1937.67,20522.0,20522.0,46.2044,74.6557,1.0,0.926815,1.0,0.754328,1.71046,3.56331
FBtr0300941.8,4842583,4843658,1075,-319.52,13.0,197.0,41.2279,10.93,1.0,0.938605,1.0,0.741195,1.45668,2.19257
FBtr0300941,4842583,4847295,4712,-1769.04,20522.0,20522.0,46.2733,81.1421,1.0,0.924873,1.0,0.746842,1.73254,3.7449
FBtr0077409.8,4843539,4843658,119,-36.30,13.0,13.0,53.9496,9.5042,1.0,0.983193,1.0,0.982958,2.53424,8.00906
FBtr0077410.8,4843539,4843658,119,-36.30,13.0,13.0,53.9496,9.5042,1.0,0.983193,1.0,0.982958,2.53424,8.00906
FBtr0077411.8,4843539,4843658,119,-36.30,13.0,13.0,53.9496,9.5042,1.0,0.983193,1.0,0.982958,2.53424,8.00906
FBtr0332477.8,4843539,4843658,119,-36.30,13.0,13.0,53.9496,9.5042,1.0,0.983193,1.0,0.982958,2.53424,8.00906
FBtr0332478.7,4843539,4843658,119,-36.30,13.0,13.0,53.9496,9.5042,1.0,0.983193,1.0,0.982958,2.53424,8.00906
FBtr0332479.9,4843539,4843658,119,-36.30,13.0,13.0,53.9496,9.5042,1.0,0.983193,1.0,0.982958,2.53424,8.00906
FBtr0077409.7,4843717,4844111,394,-180.39,12.0,113.0,58.0711,11.033,1.0,0.93401,1.0,0.906797,2.16342,5.66936
FBtr0077410.7,4843717,4844111,394,-180.39,12.0,113.0,58.0711,11.033,1.0,0.93401,1.0,0.906797,2.16342,5.66936
FBtr0077411.7,4843717,4844111,394,-180.39,12.0,113.0,58.0711,11.033,1.0,0.93401,1.0,0.906797,2.16342,5.66936
FBtr0300941.7,4843717,4844111,394,-180.39,12.0,113.0,58.0711,11.033,1.0,0.93401,1.0,0.906797,2.16342,5.66936
FBtr0332477.7,4843717,4844111,394,-180.39,12.0,113.0,58.0711,11.033,1.0,0.93401,1.0,0.906797,2.16342,5.66936
FBtr0332478.6,4843717,4844111,394,-180.39,12.0,113.0,58.0711,11.033,1.0,0.93401,1.0,0.906797,2.16342,5.66936
FBtr0332479.8,4843717,4844111,394,-180.39,12.0,113.0,58.0711,11.033,1.0,0.93401,1.0,0.906797,2.16342,5.66936
FBtr0332479.7,4844168,4844242,74,-25.23,125.0,28.0,55.9459,11.5541,1.0,0.864865,1.0,0.998446,3.20507,11.3491
FBtr0077409.6,4844168,4844646,478,-203.46,35.0,125.0,58.2008,20.5502,1.0,0.910042,1.0,0.97422,2.53928,6.83643
FBtr0077410.6,4844168,4844646,478,-203.46,35.0,125.0,58.2008,20.5502,1.0,0.910042,1.0,0.97422,2.53928,6.83643
FBtr0077411.6,4844168,4844646,478,-203.46,35.0,125.0,58.2008,20.5502,1.0,0.910042,1.0,0.97422,2.53928,6.83643
FBtr0300941.6,4844168,4844646,478,-203.46,35.0,125.0,58.2008,20.5502,1.0,0.910042,1.0,0.97422,2.53928,6.83643
FBtr0332477.6,4844168,4844646,478,-203.46,35.0,125.0,58.2008,20.5502,1.0,0.910042,1.0,0.97422,2.53928,6.83643
FBtr0332478.5,4844168,4844646,478,-203.46,35.0,125.0,58.2008,20.5502,1.0,0.910042,1.0,0.97422,2.53928,6.83643
FBtr0332479.6,4844308,4844646,338,-150.61,35.0,52.0,60.8876,22.9704,1.0,0.91716,1.0,0.963896,2.25074,5.40186
FBtr0077409.5,4844711,4844772,61,-16.81,37.0,37.0,50.1639,4.42623,1.0,0.819672,1.0,0.999049,3.38675,12.1267
FBtr0077410.5,4844711,4844772,61,-16.81,37.0,37.0,50.1639,4.42623,1.0,0.819672,1.0,0.999049,3.38675,12.1267
FBtr0077411.5,4844711,4844772,61,-16.81,37.0,37.0,50.1639,4.42623,1.0,0.819672,1.0,0.999049,3.38675,12.1267
FBtr0300941.5,4844711,4844772,61,-16.81,37.0,37.0,50.1639,4.42623,1.0,0.819672,1.0,0.999049,3.38675,12.1267
FBtr0332477.5,4844711,4844772,61,-16.81,37.0,37.0,50.1639,4.42623,1.0,0.819672,1.0,0.999049,3.38675,12.1267
FBtr0332478.4,4844711,4844772,61,-16.81,37.0,37.0,50.1639,4.42623,1.0,0.819672,1.0,0.999049,3.38675,12.1267
FBtr0332479.5,4844711,4844772,61,-16.81,37.0,37.0,50.1639,4.42623,1.0,0.819672,1.0,0.999049,3.38675,12.1267
FBtr0077409.4,4845086,4845158,72,-19.08,189.0,189.0,50.0,5.72222,1.0,0.902778,1.0,0.999736,4.21774,13.611
FBtr0077410.4,4845086,4845158,72,-19.08,189.0,189.0,50.0,5.72222,1.0,0.902778,1.0,0.999736,4.21774,13.611
FBtr0077411.4,4845086,4845158,72,-19.08,189.0,189.0,50.0,5.72222,1.0,0.902778,1.0,0.999736,4.21774,13.611
FBtr0300941.4,4845086,4845158,72,-19.08,189.0,189.0,50.0,5.72222,1.0,0.902778,1.0,0.999736,4.21774,13.611
FBtr0332477.4,4845086,4845158,72,-19.08,189.0,189.0,50.0,5.72222,1.0,0.902778,1.0,0.999736,4.21774,13.611
FBtr0332479.4,4845086,4845158,72,-19.08,189.0,189.0,50.0,5.72222,1.0,0.902778,1.0,0.999736,4.21774,13.611
FBtr0077409.3,4845253,4845575,322,-162.66,275.0,275.0,62.6708,17.6025,1.0,0.857143,1.0,0.989224,2.52183,5.93436
FBtr0077410.3,4845253,4845575,322,-162.66,275.0,275.0,62.6708,17.6025,1.0,0.857143,1.0,0.989224,2.52183,5.93436
FBtr0077411.3,4845253,4845575,322,-162.66,275.0,275.0,62.6708,17.6025,1.0,0.857143,1.0,0.989224,2.52183,5.93436
FBtr0300941.3,4845253,4845575,322,-162.66,275.0,275.0,62.6708,17.6025,1.0,0.857143,1.0,0.989224,2.52183,5.93436
FBtr0332477.3,4845253,4845575,322,-162.66,275.0,275.0,62.6708,17.6025,1.0,0.857143,1.0,0.989224,2.52183,5.93436
FBtr0332478.3,4845253,4845575,322,-162.66,275.0,275.0,62.6708,17.6025,1.0,0.857143,1.0,0.989224,2.52183,5.93436
FBtr0332479.3,4845253,4845575,322,-162.66,275.0,275.0,62.6708,17.6025,1.0,0.857143,1.0,0.989224,2.52183,5.93436
FBtr0077409.2,4845641,4846216,575,-220.33,214.0,98.0,53.1826,22.4852,1.0,0.86087,1.0,0.950151,2.47645,6.72191
FBtr0077410.2,4845641,4846216,575,-220.33,214.0,98.0,53.1826,22.4852,1.0,0.86087,1.0,0.950151,2.47645,6.72191
FBtr0077411.2,4845641,4846216,575,-220.33,214.0,98.0,53.1826,22.4852,1.0,0.86087,1.0,0.950151,2.47645,6.72191
FBtr0300941.2,4845641,4846216,575,-220.33,214.0,98.0,53.1826,22.4852,1.0,0.86087,1.0,0.950151,2.47645,6.72191
