name,start,end,length,bestTSS,bestTSS_inside,mean_gc,mean_remap,cov_me3,cov_tfbs,cov_pol2,mean_pcons27,mean_pPcons27,mean_pPcons124
FBtr0344562.1,12069969,12070139,170,2327.0,2327.0,42.4706,25.2118,1.0,0.935294,1.0,0.654265,0.998182,0.822776
FBtr0333769.2,12077154,12077241,87,13.0,1.0,39.3103,3.18391,1.0,1.0,1.0,0.493023,0.553655,0.177023
FBtr0333770.3,12077154,12077241,87,13.0,1.0,39.3103,3.18391,1.0,1.0,1.0,0.493023,0.553655,0.177023
FBtr0073625,12087210,12087695,485,93.0,15.0,33.1959,1.36735,1.0,0.960825,0.0,0.167295,0.0799588,-0.135965
FBtr0073625.3,12087497,12087695,198,4.0,4.0,35.2525,1.36735,1.0,0.934343,0.0,0.139838,-0.0675152,-0.248944
FBtr0073627.1,12091263,12091492,229,20864.0,24.0,33.1878,1.0,0.0,0.960699,0.5240174672489083,0.217083,0.302633,0.0808253
FBtr0073626.1,12091263,12091518,255,20864.0,24.0,33.8824,1.0,0.0,0.956863,0.47058823529411764,0.196165,0.218722,0.00437647
FBtr0073628.1,12091263,12091518,255,20864.0,24.0,33.8824,1.0,0.0,0.956863,0.47058823529411764,0.196165,0.218722,0.00437647
FBtr0073626,12091263,12092272,1009,20864.0,68.0,40.1982,7.92765,0.0,0.946482,0.19821605550049554,0.138707,0.0792151,-0.044331
FBtr0073627,12091263,12092272,1009,20864.0,68.0,40.1982,7.92765,0.0,0.946482,0.19821605550049554,0.138707,0.0792151,-0.044331
FBtr0073628,12091263,12092272,1009,20864.0,68.0,40.1982,7.92765,0.0,0.946482,0.19821605550049554,0.138707,0.0792151,-0.044331
FBtr0073626.2,12091569,12091742,173,43.0,43.0,42.8902,3.69364,0.0,0.936416,0.0,0.00937572,-0.0992139,-0.118555
FBtr0073627.2,12091569,12091742,173,43.0,43.0,42.8902,3.69364,0.0,0.936416,0.0,0.00937572,-0.0992139,-0.118555
FBtr0073628.2,12091579,12091742,163,43.0,43.0,43.1902,3.74847,0.0,0.932515,0.0,0.00907975,-0.105067,-0.125994
FBtr0073626.3,12091805,12092070,265,68.0,11.0,47.1698,11.8113,0.0,0.920755,0.3018867924528302,0.1352,0.0572415,-0.0818717
FBtr0073628.3,12091805,12092070,265,68.0,11.0,47.1698,11.8113,0.0,0.920755,0.3018867924528302,0.1352,0.0572415,-0.0818717
FBtr0073627.3,12091805,12092083,278,68.0,11.0,45.8993,12.0072,0.0,0.92446,0.28776978417266186,0.129773,0.0577518,-0.0893741
FBtr0073626.4,12092142,12092272,130,13.0,13.0,46.1538,10.8846,0.0,0.984615,0.0,0.363077,0.333477,0.278815
FBtr0073627.4,12092142,12092272,130,13.0,13.0,46.1538,10.8846,0.0,0.984615,0.0,0.363077,0.333477,0.278815
FBtr0073628.4,12092142,12092272,130,13.0,13.0,46.1538,10.8846,0.0,0.984615,0.0,0.363077,0.333477,0.278815
FBtr0333769.3,12115375,12116041,666,4.0,12.0,42.9429,78.3153,1.0,0.984985,0.8378378378378378,0.441902,0.994604,0.934453
FBtr0333770.4,12115375,12116041,666,4.0,12.0,42.9429,78.3153,1.0,0.984985,0.8378378378378378,0.441902,0.994604,0.934453
FBtr0347270.5,12411017,12411310,293,4.0,4.0,41.3652,3.33106,0.0,1.0,1.0,0.0246962,-0.138324,0.053058
FBtr0347270,12411017,12412181,1164,17.0,23.0,37.3711,3.98286,0.0,0.974227,0.6572164948453608,0.0714974,-0.0442801,0.0326796
FBtr0347270.4,12411364,12411589,225,4.0,6.0,40.0889,1.92889,0.0,0.946667,0.9688888888888889,0.170498,-0.0609467,-0.0182844
FBtr0347270.3,12411643,12411816,173,15.0,6.0,40.1156,2.80925,0.0,0.942197,0.0,0.0449133,-0.024052,-0.0973237
FBtr0347270.2,12411873,12411991,118,23.0,5.0,33.8983,1.0,0.0,1.0,1.0,0.0824576,-0.00273729,-0.126644
FBtr0346301,12455770,12456060,290,4.0,6.0,32.069,28.969,1.0,0.975862,0.33448275862068966,0.515845,0.72019,0.703228
FBtr0346301.1,12455770,12456060,290,4.0,6.0,32.069,28.969,1.0,0.975862,0.33448275862068966,0.515845,0.72019,0.703228
FBtr0346300,12455770,12456258,488,4.0,6.0,32.7869,40.2111,1.0,0.985656,0.1987704918032787,0.525219,0.737404,0.735305
FBtr0346300.1,12455770,12456258,488,4.0,6.0,32.7869,40.2111,1.0,0.985656,0.1987704918032787,0.525219,0.737404,0.735305
FBtr0346310.2,12612107,12613796,1689,4.0,1896.0,38.0699,275.784,1.0,0.962108,0.5364120781527532,0.360007,0.576672,0.889823
FBtr0346310,12612107,12615780,3673,2364.0,2364.0,41.8677,146.955,1.0,0.937653,0.35556765586713857,0.460192,0.915039,2.21729
FBtr0346309.2,12613176,12613796,620,4.0,36.0,36.8387,144.845,1.0,0.991935,0.25806451612903225,0.469385,0.859792,1.33131
FBtr0346309,12613176,12615780,2604,2364.0,2364.0,43.1336,60.5382,1.0,0.932028,0.21505376344086022,0.527363,1.12136,2.86736
FBtr0346311.2,12613977,12614797,820,34.0,37.0,52.0488,13.5671,1.0,0.858537,0.37682926829268293,0.73542,1.79573,5.87575
FBtr0346311,12613977,12615780,1803,2364.0,2364.0,46.7887,35.5503,1.0,0.911814,0.2218524681087077,0.563043,1.27677,3.64262
FBtr0346309.1,12615629,12615780,151,2364.0,2364.0,42.5166,60.106,1.0,0.966887,0.0,0.154477,0.26247,0.0637947
FBtr0346310.1,12615629,12615780,151,2364.0,2364.0,42.5166,60.106,1.0,0.966887,0.0,0.154477,0.26247,0.0637947
FBtr0346311.1,12615629,12615780,151,2364.0,2364.0,42.5166,60.106,1.0,0.966887,0.0,0.154477,0.26247,0.0637947
FBtr0340723,12622211,12622771,560,381.0,13.0,42.75,35.8857,0.0,0.921429,1.0,0.558173,1.20899,1.34736
FBtr0340723.1,12622211,12622771,560,381.0,13.0,42.75,35.8857,0.0,0.921429,1.0,0.558173,1.20899,1.34736
FBtr0100004,12659461,12660632,1171,99999.0,2696.0,40.205,471.899,1.0,0.952178,1.0,0.557546,0.870263,0.803738
FBtr0100004.1,12659461,12660632,1171,99999.0,2696.0,40.205,471.899,1.0,0.952178,1.0,0.557546,0.870263,0.803738
FBtr0475041,12680686,12682560,1874,32.0,331.0,27.7268,115.781,1.0,0.971185,1.0,0.904717,1.68452,1.61948
FBtr0475041.1,12680686,12682560,1874,32.0,331.0,27.7268,115.781,1.0,0.971185,1.0,0.904717,1.68452,1.61948
FBtr0333774.2,12717623,12718051,428,197.0,197.0,29.7664,4.75467,1.0,0.974299,1.0,0.288435,0.493638,0.436124
FBtr0333775.2,12717623,12718051,428,197.0,197.0,29.7664,4.75467,1.0,0.974299,1.0,0.288435,0.493638,0.436124
FBtr0333775,12717623,12718460,837,7.0,197.0,30.5615,5.67145,1.0,0.979689,1.0,0.288219,0.418332,0.399723
FBtr0333774,12717623,12730953,13330,190.0,14485.0,36.4846,176.125,0.849662415603901,0.972243,0.9270817704426106,0.394665,0.524944,0.469934
FBtr0333775.1,12718352,12718460,108,7.0,6.0,41.4815,9.72222,1.0,0.981481,1.0,0.369472,0.410787,0.481926
FBtr0333774.1,12730933,12730953,20,190.0,456.0,49.0,54.65,1.0,0.8,1.0,0.9981,1.97995,3.984
FBtr0346313,12742546,12742926,380,186.0,956.0,41.4737,425.029,1.0,0.931579,1.0,0.0647342,-0.00526578,-0.0733053
FBtr0346313.1,12742546,12742926,380,186.0,956.0,41.4737,425.029,1.0,0.931579,1.0,0.0647342,-0.00526578,-0.0733053
FBtr0342623.1,12751866,12752416,550,101.0,112.0,40.1091,591.811,1.0,0.947273,1.0,0.664376,1.38366,1.4135
FBtr0342623,12751866,12754571,2705,101.0,821.0,41.1682,367.281,1.0,0.944917,0.9205175600739371,0.438356,0.765175,0.711722
FBtr0342623.2,12753824,12754571,747,16.0,821.0,41.2316,579.175,1.0,0.950469,1.0,0.507024,0.918925,0.780473
FBtr0346317,12912559,12913009,450,32.0,7.0,28.6222,16.0956,1.0,0.973333,0.8377777777777777,0.339776,0.56752,0.390071
FBtr0346317.1,12912559,12913009,450,32.0,7.0,28.6222,16.0956,1.0,0.973333,0.8377777777777777,0.339776,0.56752,0.390071
FBtr0346318.1,12914843,12915297,454,8.0,30.0,50.5727,155.93,1.0,0.95815,0.1762114537444934,0.59613,0.794993,0.800599
FBtr0346318,12914843,12915722,879,8.0,30.0,44.8464,145.355,1.0,0.949943,0.4550625711035267,0.425173,0.515695,0.488086
FBtr0346318.2,12915450,12915722,272,3.0,6.0,48.3088,56.6985,1.0,0.911765,0.9264705882352942,0.376533,0.479798,0.485585
FBtr0309993.3,12970475,12970974,499,7.0,1764.0,48.2164,4.76553,0.0,0.91984,0.3306613226452906,0.643585,0.984914,1.08055
FBtr0309993,12970475,12973213,2738,102.0,1764.0,42.6297,4.18074,0.0,0.924032,0.24653031409788168,0.327231,0.502458,0.596403
FBtr0309993.2,12972848,12972945,97,4.0,4.0,43.5052,1.0,0.0,0.979381,0.0,0.0124948,0.0362577,0.208753
FBtr0309993.1,12973009,12973213,204,102.0,39.0,40.098,1.01667,0.0,0.970588,0.25980392156862747,0.155466,0.307127,0.385696
FBtr0309992.2,12973824,12974460,636,18.0,6.0,33.7421,3.05503,0.0,0.938679,0.48742138364779874,0.0632327,-0.118785,-0.0810708
FBtr0309992,12973824,12974615,791,7426.0,7426.0,33.957,2.71748,0.0,0.948167,0.5183312262958281,0.0978255,-0.0285095,-0.0219254
FBtr0309992.1,12974518,12974615,97,7426.0,7426.0,32.7835,1.0,0.0,1.0,0.5154639175257731,0.283979,0.396134,0.201567
FBtr0343601,13054217,13054689,472,26.0,7.0,53.8559,37.7754,0.0,0.872881,0.739406779661017,0.568534,1.07283,3.823
FBtr0343601.1,13054217,13054689,472,26.0,7.0,53.8559,37.7754,0.0,0.872881,0.739406779661017,0.568534,1.07283,3.823
FBtr0091636,13128595,13128630,35,63.0,54.0,48.5714,665.829,1.0,1.0,1.0,0.7472,1.05554,1.29083
FBtr0091636.1,13128595,13128630,35,63.0,54.0,48.5714,665.829,1.0,1.0,1.0,0.7472,1.05554,1.29083
FBtr0346132,13304004,13307641,3637,2412.0,10306.0,49.6013,184.922,1.0,0.923288,1.0,0.558508,0.939559,1.78122
FBtr0346132.1,13304004,13307641,3637,2412.0,10306.0,49.6013,184.922,1.0,0.923288,1.0,0.558508,0.939559,1.78122
FBtr0344174,13304579,13308004,3425,2491.0,10306.0,46.5285,159.013,1.0,0.925839,1.0,0.59003,0.974143,1.8849
FBtr0344174.1,13304579,13308004,3425,2491.0,10306.0,46.5285,159.013,1.0,0.925839,1.0,0.59003,0.974143,1.8849
FBtr0344173,13305514,13307372,1858,10306.0,10306.0,53.6921,134.095,1.0,0.898278,1.0,0.698081,1.22709,2.83743
FBtr0344173.1,13305514,13307372,1858,10306.0,10306.0,53.6921,134.095,1.0,0.898278,1.0,0.698081,1.22709,2.83743
FBtr0347127,13332373,13333857,1484,199.0,1870.0,43.3827,367.619,1.0,0.94407,1.0,0.481794,0.672397,0.594181
FBtr0347127.1,13332373,13333857,1484,199.0,1870.0,43.3827,367.619,1.0,0.94407,1.0,0.481794,0.672397,0.594181
FBtr0346489,13344880,13345271,391,2.0,8.0,51.8159,181.724,1.0,0.897698,0.20460358056265984,0.759675,1.29731,1.27257
FBtr0346489.1,13344880,13345271,391,2.0,8.0,51.8159,181.724,1.0,0.897698,0.20460358056265984,0.759675,1.29731,1.27257
FBtr0346488,13345585,13346102,517,3.0,8.0,47.6209,176.182,1.0,0.96325,0.27079303675048355,0.593654,0.963571,0.939397
FBtr0346488.1,13345585,13346102,517,3.0,8.0,47.6209,176.182,1.0,0.96325,0.27079303675048355,0.593654,0.963571,0.939397
FBtr0342625,13390234,13390560,326,27.0,27.0,42.1472,176.104,1.0,0.96319,1.0,0.54708,0.71588,0.670218
FBtr0342625.1,13390234,13390560,326,27.0,27.0,42.1472,176.104,1.0,0.96319,1.0,0.54708,0.71588,0.670218
FBtr0342664,13395829,13396361,532,2.0,66.0,43.9474,452.477,1.0,0.984962,0.8364661654135338,0.67628,0.875658,0.96682
FBtr0342664.1,13395829,13396361,532,2.0,66.0,43.9474,452.477,1.0,0.984962,0.8364661654135338,0.67628,0.875658,0.96682
FBtr0340432,13528756,13529149,393,14.0,3.0,43.9186,5.72265,0.0,0.954198,0.2035623409669211,0.556298,1.06118,1.44609
FBtr0340432.1,13528756,13529149,393,14.0,3.0,43.9186,5.72265,0.0,0.954198,0.2035623409669211,0.556298,1.06118,1.44609
FBtr0342708.1,13604358,13604670,312,120.0,29.0,43.0128,93.7276,1.0,0.942308,0.8108974358974359,0.758686,1.03421,0.938795
FBtr0342708,13604358,13605651,1293,120.0,34.0,33.751,51.1625,1.0,0.965197,0.5127610208816705,0.711424,1.30369,1.15534
FBtr0342708.2,13604897,13605112,215,5.0,5.0,37.3953,13.9116,1.0,0.990698,0.8604651162790697,0.488842,0.869316,0.696567
FBtr0342708.3,13605494,13605651,157,7.0,7.0,32.1019,47.4331,1.0,0.974522,0.6560509554140127,0.920051,1.76311,1.53839
FBtr0304030.1,13744927,13744944,17,38022.0,38022.0,62.3529,193.0,1.0,1.0,1.0,0.431588,0.373588,0.339412
FBtr0304030,13744927,13745476,549,38022.0,38022.0,42.4044,91.9807,1.0,0.916211,1.0,0.375281,0.59361,0.950514
FBtr0343987.1,13744939,13744969,30,38022.0,38022.0,43.3333,163.733,1.0,1.0,1.0,0.254633,0.163,0.1237
FBtr0304031,13744939,13745476,537,38022.0,38022.0,41.9367,80.9783,1.0,0.916201,1.0,0.376119,0.602173,0.967521
FBtr0304031.1,13744939,13745476,537,38022.0,38022.0,41.9367,80.9783,1.0,0.916201,1.0,0.376119,0.602173,0.967521
FBtr0343987,13744939,13745476,537,38022.0,38022.0,41.9367,80.9783,1.0,0.916201,1.0,0.376119,0.602173,0.967521
FBtr0304030.2,13745016,13745476,460,38022.0,158.0,44.5217,69.4079,1.0,0.908696,1.0,0.414059,0.664235,1.09694
FBtr0343987.2,13745023,13745476,453,38022.0,158.0,44.2384,68.8555,1.0,0.907285,1.0,0.419925,0.667263,1.10124
FBtr0332276.1,13755321,13755470,149,18.0,462055.0,47.651,778.651,1.0,0.966443,1.0,0.300779,0.328919,0.24604
FBtr0332276,13755321,13756013,692,18.0,462055.0,37.659,404.377,1.0,0.978324,1.0,0.0727413,-0.00212716,-0.135753
FBtr0332276.2,13755849,13756013,164,1.0,144.0,40.4878,44.5244,1.0,1.0,1.0,0.00991463,-0.00183536,-0.0075061
FBtr0342709,13990732,13991420,688,3.0,17.0,37.4709,318.708,1.0,0.978198,1.0,0.653609,0.999734,0.974375
FBtr0342709.1,13990732,13991420,688,3.0,17.0,37.4709,318.708,1.0,0.978198,1.0,0.653609,0.999734,0.974375
FBtr0347538,14097598,14097965,367,5.0,8.0,44.7956,2.17984,1.0,0.912807,0.21798365122615804,0.599992,1.24625,1.52083
FBtr0347538.1,14097598,14097965,367,5.0,8.0,44.7956,2.17984,1.0,0.912807,0.21798365122615804,0.599992,1.24625,1.52083
FBtr0342713.2,14114990,14116889,1899,3.0,19.0,44.792,176.274,0.0,0.951027,0.042127435492364404,0.605768,1.18637,1.31822
FBtr0342715,14141728,14142111,383,2.0,3.0,49.2428,49.7781,1.0,0.963446,0.0,0.648052,1.2735,1.36634
FBtr0342715.1,14141728,14142111,383,2.0,3.0,49.2428,49.7781,1.0,0.963446,0.0,0.648052,1.2735,1.36634
FBtr0347114,14181112,14182716,1604,10.0,301.0,58.4165,37.4393,0.0,0.875935,0.3846633416458853,0.702169,1.03251,1.26035
FBtr0347114.1,14181112,14182716,1604,10.0,301.0,58.4165,37.4393,0.0,0.875935,0.3846633416458853,0.702169,1.03251,1.26035
FBtr0479952.2,14243301,14252112,8811,6.0,35851.0,43.1756,134.448,0.8681193962092838,0.921575,0.5459085234366133,0.307141,0.335423,0.652457
FBtr0479954.2,14243301,14252311,9010,11.0,35851.0,43.303,132.485,0.8489456159822419,0.921199,0.5384017758046615,0.30093,0.31851,0.623237
FBtr0479955.2,14243301,14252311,9010,11.0,35851.0,43.303,132.485,0.8489456159822419,0.921199,0.5384017758046615,0.30093,0.31851,0.623237
FBtr0479952,14243301,14259236,15935,1.0,35851.0,44.807,97.305,0.8542830247882021,0.920238,0.49639159083777845,0.303887,0.372298,0.752109
FBtr0479954,14243301,14259236,15935,1.0,35851.0,44.807,97.305,0.8542830247882021,0.920238,0.49639159083777845,0.303887,0.372298,0.752109
FBtr0479955,14243301,14259236,15935,1.0,35851.0,44.807,97.305,0.8542830247882021,0.920238,0.49639159083777845,0.303887,0.372298,0.752109
FBtr0479954.1,14252437,14259236,6799,1.0,138.0,46.7539,49.0836,0.877187821738491,0.919253,0.4441829680835417,0.313375,0.459424,0.94928
FBtr0479955.1,14252689,14259236,6547,1.0,138.0,46.7145,49.974,0.9109515808767374,0.919811,0.4612799755613258,0.324513,0.484736,1.01277
FBtr0479953,14252779,14259236,6457,1.0,138.0,46.7214,49.974,0.923648753291002,0.919932,0.4677094625987301,0.328886,0.495644,1.03889
FBtr0479952.1,14253180,14259236,6056,1.0,104.0,46.681,49.974,0.9848084544253632,0.920905,0.4986789960369881,0.349637,0.540506,1.15952
FBtr0479953.1,14253253,14259236,5983,1.0,104.0,46.6789,49.974,0.9968243356175831,0.92111,0.5047634965736253,0.353769,0.550686,1.17875
FBtr0343977.1,14293464,14293798,334,61.0,12.0,32.4551,1.14583,0.0,0.982036,0.0,0.0601287,-0.121865,-0.249856
FBtr0343977,14293464,14294044,580,61.0,12.0,30.6897,1.30899,0.0,0.977586,0.0,0.0594534,-0.0457431,-0.180153
FBtr0343977.2,14293883,14294044,161,1.0,2.0,29.9379,1.23602,0.0,0.981366,0.0,0.0696957,-0.0413106,-0.165845
FBtr0335121.1,14517289,14517513,224,4.0,2.0,45.8929,10.317,0.0,0.897321,0.35714285714285715,0.46529,0.842045,1.14601
FBtr0335121,14517289,14519516,2227,4.0,737.0,39.3893,14.4192,0.7521329142343961,0.951504,0.39964077233947015,0.477267,0.756468,0.791349
FBtr0335121.2,14519118,14519516,398,4.0,7.0,36.2814,5.94077,1.0,0.984925,0.32663316582914576,0.297523,0.304123,0.330487
FBtr0346068,14540746,14541997,1251,32.0,5.0,44.8921,8.25762,0.0,0.956035,0.6562749800159872,0.445074,0.548281,0.558221
FBtr0346068.1,14540746,14541997,1251,32.0,5.0,44.8921,8.25762,0.0,0.956035,0.6562749800159872,0.445074,0.548281,0.558221
FBtr0346069.1,14786411,14786600,189,48.0,58.0,48.9947,293.159,1.0,0.915344,1.0,0.363085,0.519725,0.460598
FBtr0346069,14786411,14787897,1486,48.0,58.0,34.2799,67.9709,1.0,0.973082,0.4313593539703903,0.313459,0.396042,0.41627
FBtr0346069.2,14786746,14787011,265,39.0,39.0,33.8868,23.966,1.0,0.969811,0.0830188679245283,0.00952453,-0.0473887,0.13557
FBtr0346069.3,14787084,14787897,813,1.0,36.0,32.0049,18.7774,1.0,0.98647,0.34932349323493234,0.431175,0.535358,0.483207
FBtr0475042.1,14857060,14857140,80,138.0,26.0,32.5,1.0,1.0,0.9875,1.0,0.0542125,0.202663,0.194288
FBtr0475042,14857060,14857617,557,138.0,27.0,33.7163,11.3177,1.0,0.958707,0.6068222621184919,0.584583,0.821057,0.755605
FBtr0475042.2,14857418,14857617,199,17.0,17.0,40.804,25.9799,1.0,0.954774,0.2864321608040201,0.689889,0.857874,0.813784
FBtr0343516,14952344,14953697,1353,55.0,4607.0,38.9505,426.08,1.0,0.962306,1.0,0.452055,0.531705,0.476241
FBtr0343516.1,14952344,14953697,1353,55.0,4607.0,38.9505,426.08,1.0,0.962306,1.0,0.452055,0.531705,0.476241
FBtr0342724,15077497,15081255,3758,2.0,685.0,37.174,156.615,0.1447578499201703,0.962214,0.21580627993613624,0.51613,0.754281,0.685659
FBtr0342724.1,15077497,15081255,3758,2.0,685.0,37.174,156.615,0.1447578499201703,0.962214,0.21580627993613624,0.51613,0.754281,0.685659
FBtr0342723,15079955,15080425,470,4.0,106.0,42.9787,124.294,0.0,0.934043,0.1702127659574468,0.640957,1.10581,0.919009
FBtr0342723.1,15079955,15080425,470,4.0,106.0,42.9787,124.294,0.0,0.934043,0.1702127659574468,0.640957,1.10581,0.919009
FBtr0343973.2,15082615,15083046,431,4.0,4349.0,48.3991,47.8445,1.0,0.930394,1.0,0.655615,1.25562,2.37244
FBtr0343973,15082615,15083753,1138,6.0,4349.0,45.6415,39.2134,1.0,0.926186,0.7820738137082601,0.687482,1.42935,3.27571
FBtr0343973.1,15083106,15083753,647,6.0,10.0,44.6677,34.0155,1.0,0.924266,0.616692426584235,0.735669,1.61158,4.11424
FBtr0340436,15225512,15226256,744,21.0,13.0,43.0645,93.9059,0.0,0.955645,0.12365591397849462,0.525032,1.10781,1.03912
FBtr0340436.1,15225512,15226256,744,21.0,13.0,43.0645,93.9059,0.0,0.955645,0.12365591397849462,0.525032,1.10781,1.03912
FBtr0342725,15289361,15289705,344,2.0,8.0,48.6628,8.58721,1.0,0.915698,1.0,0.538358,0.889081,0.87427
FBtr0342725.1,15289361,15289705,344,2.0,8.0,48.6628,8.58721,1.0,0.915698,1.0,0.538358,0.889081,0.87427
FBtr0342726,15290316,15290755,439,2.0,2.0,56.492,16.6036,1.0,0.954442,0.0,0.619663,1.14324,1.35017
FBtr0342726.1,15290316,15290755,439,2.0,2.0,56.492,16.6036,1.0,0.954442,0.0,0.619663,1.14324,1.35017
FBtr0340435.2,15297311,15297932,621,48.0,10222.0,52.4316,322.195,1.0,0.866345,0.7745571658615137,0.49051,0.68366,0.650815
FBtr0340435,15297311,15298217,906,726.0,10222.0,48.9404,310.869,1.0,0.889625,0.8454746136865342,0.472474,0.640826,0.587085
FBtr0340435.1,15298036,15298217,181,726.0,30.0,47.2928,361.558,1.0,0.950276,1.0,0.592569,0.724796,0.608077
FBtr0343974.2,15315055,15317230,2175,3.0,96.0,52.092,16.2186,1.0,0.898391,0.7466666666666667,0.726888,1.63356,5.42411
FBtr0343974,15315055,15317967,2912,9.0,96.0,50.4945,13.5503,1.0,0.906937,0.7623626373626373,0.683117,1.46131,4.45936
FBtr0343974.1,15317394,15317967,573,9.0,46.0,48.6562,6.1623,1.0,0.954625,1.0,0.581796,1.01302,1.66449
FBtr0344946.2,15334477,15335228,751,4.0,3492.0,46.0186,64.8402,1.0,0.969374,0.8468708388814914,0.292242,0.526049,1.31617
FBtr0344074,15334477,15335752,1275,74.0,3492.0,48.8157,112.948,1.0,0.948235,0.9098039215686274,0.456428,0.905176,2.72265
FBtr0344074.1,15334477,15335752,1275,74.0,3492.0,48.8157,112.948,1.0,0.948235,0.9098039215686274,0.456428,0.905176,2.72265
FBtr0344946,15334477,15335971,1494,5.0,3492.0,47.6439,127.062,1.0,0.941767,0.9036144578313253,0.470039,0.881254,2.43335
FBtr0344946.1,15335288,15335971,683,5.0,74.0,49.019,64.1801,1.0,0.919473,0.9575402635431918,0.640205,1.21968,3.5995
FBtr0343766,15497522,15497862,340,10.0,15.0,47.3529,337.826,1.0,0.882353,1.0,0.281379,0.269153,0.182274
FBtr0343766.1,15497522,15497862,340,10.0,15.0,47.3529,337.826,1.0,0.882353,1.0,0.281379,0.269153,0.182274
FBtr0339811,15547406,15547740,334,246.0,18.0,38.2036,95.0509,1.0,0.973054,0.6497005988023952,0.723144,0.985084,0.905018
FBtr0339811.1,15547406,15547740,334,246.0,18.0,38.2036,95.0509,1.0,0.973054,0.6497005988023952,0.723144,0.985084,0.905018
FBtr0339810,15547732,15548203,471,18.0,246.0,48.4501,122.658,1.0,0.944798,0.5116772823779193,0.711552,1.2444,1.43169
FBtr0339810.1,15547732,15548203,471,18.0,246.0,48.4501,122.658,1.0,0.944798,0.5116772823779193,0.711552,1.2444,1.43169
FBtr0340345,15636307,15637014,707,2.0,10.0,45.9123,13.9661,0.0,0.919378,1.0,0.53829,0.959975,1.00547
FBtr0340345.1,15636307,15637014,707,2.0,10.0,45.9123,13.9661,0.0,0.919378,1.0,0.53829,0.959975,1.00547
FBtr0344945.2,15641557,15641762,205,3.0,2.0,55.6098,75.2829,1.0,0.956098,0.24390243902439024,0.146146,0.0807854,0.188683
FBtr0344945,15641557,15642108,551,26.0,41.0,51.3249,123.648,1.0,0.927405,0.7186932849364791,0.306938,0.542009,0.732007
FBtr0344945.1,15641829,15642108,279,26.0,41.0,51.0394,148.9,1.0,0.892473,1.0,0.261602,0.331011,0.405427
FBtr0306831.4,15662288,15663550,1262,2.0,26.0,46.2282,25.5966,1.0,0.908082,0.5229793977812995,0.0794818,-0.0774469,-0.141163
FBtr0306831,15662288,15665386,3098,55.0,55.0,43.286,22.5554,1.0,0.925759,0.33247256294383476,0.315193,0.40771,0.386212
FBtr0306830.3,15662523,15663550,1027,2.0,26.0,48.5686,28.6956,1.0,0.888997,0.6426484907497566,0.0730711,-0.0906105,-0.152054
FBtr0306830,15662523,15665386,2863,55.0,55.0,43.884,22.7778,1.0,0.92176,0.3597624869018512,0.332241,0.442811,0.425594
FBtr0306829.2,15662529,15663550,1021,2.0,26.0,48.5406,28.6958,1.0,0.888345,0.6464250734573947,0.0735005,-0.0888668,-0.150155
FBtr0306829,15662529,15665707,3178,144.0,55.0,43.6879,25.3832,1.0,0.921649,0.3241032095657646,0.30976,0.37396,0.381703
FBtr0306830.2,15663826,15664275,449,1.0,4.0,49.0423,12.5457,1.0,0.91314,0.6102449888641426,0.655931,1.13048,1.17863
FBtr0306831.3,15663826,15664275,449,1.0,4.0,49.0423,12.5457,1.0,0.91314,0.6102449888641426,0.655931,1.13048,1.17863
FBtr0306831.2,15664344,15664862,518,5.0,6.0,45.6371,34.0039,1.0,0.903475,0.052123552123552123,0.668963,1.05758,1.16208
FBtr0306830.1,15664344,15665386,1042,55.0,55.0,40.1344,22.8177,1.0,0.928983,0.025911708253358926,0.47269,0.703428,0.718516
FBtr0306831.1,15665129,15665386,257,55.0,55.0,45.0584,23.3619,1.0,0.961089,0.0,0.564743,0.838268,0.839615
FBtr0306829.1,15665553,15665707,154,144.0,15.0,42.5974,41.2857,1.0,0.961039,0.0,0.000922078,-0.442383,-0.223455
FBtr0347271.1,15689489,15689531,42,535.0,2.0,39.0476,13.381,1.0,0.904762,1.0,0.00554762,-0.468095,-0.348929
FBtr0347271,15689489,15691146,1657,535.0,113.0,43.283,84.6605,1.0,0.93965,0.7929993964996982,0.278728,0.30721,0.324057
FBtr0347271.2,15690686,15690773,87,5.0,10.0,40.6897,1.0,1.0,0.965517,0.5402298850574713,0.00474713,-0.0347931,-0.199862
FBtr0347271.3,15690847,15691146,299,63.0,113.0,44.7492,10.1505,1.0,0.946488,0.9331103678929766,0.00600669,-0.417552,-0.458033
FBtr0445212.1,15691671,15692069,398,5.0,3.0,40.402,3.26341,1.0,0.874372,0.5703517587939698,0.155555,0.216528,0.119312
FBtr0445212,15691671,15692565,894,5.0,14.0,45.5481,16.0642,1.0,0.907159,0.5134228187919463,0.349104,0.640762,0.72834
FBtr0346070,15691866,15692597,731,3.0,14.0,46.238,19.6615,1.0,0.908345,0.6238030095759234,0.386837,0.669948,0.805157
FBtr0346070.1,15691866,15692597,731,3.0,14.0,46.238,19.6615,1.0,0.908345,0.6238030095759234,0.386837,0.669948,0.805157
FBtr0445212.2,15692132,15692565,433,4.0,14.0,52.4711,23.9307,1.0,0.933025,0.3903002309468822,0.514891,1.04759,1.30251
FBtr0346072,15693067,15693967,900,17.0,20.0,48.1333,19.6248,1.0,0.958889,0.08888888888888889,0.597177,1.09674,1.21884
FBtr0346072.1,15693067,15693967,900,17.0,20.0,48.1333,19.6248,1.0,0.958889,0.08888888888888889,0.597177,1.09674,1.21884
